Episode,Reward,Epsilon
1,-2,1.0
2,-6,1.0
3,0,1.0
4,-3,0.960693043575437
5,2,0.9511101304657719
6,1,0.9275689688183278
7,3,0.8778091417340573
8,2,0.8690529955452602
9,-4,0.8348931673187264
10,1,0.7590483508202912
